   1.54000000 -2044.49632864 
   1.64250000 -2044.49420787 
   1.74500000 -2044.48775918 
   1.84750000 -2044.47957127 
   1.95000000 -2044.47113600 
   2.05250000 -2044.46381259 
   2.15500000 -2044.45872256 
   2.25750000 -2044.45632312 
   2.36000000 -2044.45663126 
   2.46250000 -2044.45795903 
   2.56500000 -2044.45940363 
   2.66750000 -2044.46113118 
   2.77000000 -2044.47463186 
   2.87250000 -2044.47545774 
   2.97500000 -2044.47610948 
   3.07750000 -2044.47682893 
   3.18000000 -2044.47717288 
   3.28250000 -2044.47772210 
   3.38500000 -2044.47906962 
   3.48750000 -2044.47928575 
   3.59000000 -2044.47973049 
   3.69250000 -2044.48000513 
   3.79500000 -2044.48003892 
   3.89750000 -2044.48023963 
   4.00000000 -2044.48010571 
