   1.54000000 -2044.72325741 
   1.64250000 -2044.72079857 
   1.74500000 -2044.71399764 
   1.84750000 -2044.70543718 
   1.95000000 -2044.69696461 
   2.05250000 -2044.69004353 
   2.15500000 -2044.68490705 
   2.25750000 -2044.68258485 
   2.36000000 -2044.68247005 
   2.46250000 -2044.68329981 
   2.56500000 -2044.68425824 
   2.66750000 -2044.68507353 
   2.77000000 -2044.69519843 
   2.87250000 -2044.69629174 
   2.97500000 -2044.69707236 
   3.07750000 -2044.69757193 
   3.18000000 -2044.69785969 
   3.28250000 -2044.69814211 
   3.38500000 -2044.69868037 
   3.48750000 -2044.69915388 
   3.59000000 -2044.69954477 
   3.69250000 -2044.69979749 
   3.79500000 -2044.70000845 
   3.89750000 -2044.70012708 
   4.00000000 -2044.70010323 
