# Temperature-dependent thermodynamic data with uncertainties
Temperature,Gcorr_01,G_01,Gcorr_03,G_03,delG_DD_Ha,delG_DD_kcal_mol,Kdag,kBT_h_inv_s,lnK_tst,inv_T,k_tst,sigma_k,k_relative_error_%
50.0,238.421,-886.8635672151395,236.694,-886.8249074063745,0.03865980876503272,24.259030000058033,9.241706251678022e-107,1040723981900.4525,-216.48194069915021,0.02,5.295172703463253e-95,1.8796261804393992e-95,35.4969759382928
100.0,234.421,-886.8676057171315,232.639,-886.8289725577689,0.0386331593625755,24.242307500016125,1.0457368792042236e-53,2081447963800.905,-93.62820324030959,0.01,3.447169889981897e-41,6.762564815492849e-42,19.617729996847828
150.0,229.696,-886.8716845976096,227.861,-886.8331259003984,0.038558697211215076,24.19558250003746,5.593607747987554e-36,3122171945701.3574,-52.40188886359324,0.006666666666666667,2.987607496147322e-23,4.45929783778225e-24,14.925982892775409
200.0,224.267,-886.8759483904382,222.389,-886.8374822191234,0.038466171314780695,24.137522500024886,4.209329190450672e-27,4162895927601.81,-31.675262128571692,0.005,2.781339264590356e-14,3.584156173862072e-15,12.886440066814206
250.0,218.168,-886.8804079123505,216.258,-886.8420257370517,0.03838217529880694,24.084815000001356,8.819548490069045e-22,5203619909502.263,-19.199525732994697,0.004,6.692867429113887e-09,7.913588781980433e-10,11.823913839315603
300.0,211.421,-886.8850111035857,209.488,-886.8467005816733,0.03831052191242179,24.039852500044674,3.0710946320814752e-18,6244343891402.715,-10.861800425601992,0.0033333333333333335,2.589312054788945e-05,2.901216947574843e-06,11.20458595250823
350.0,204.04,-886.8897156533865,202.093,-886.8514644422311,0.03825121115539787,24.002635000012162,1.0288396531689839e-15,7285067873303.168,-4.8934969056360025,0.002857142857142857,0.009456620124397722,0.0010226410792397984,10.814023041926186
400.0,196.034,-886.8945132191235,194.08,-886.8563131633466,0.038200055776883346,23.9705349999943,8.004653621734837e-14,8325791855203.62,-0.4057889616295645,0.0025,0.7900409570514746,0.08337144271359938,10.552800075675997
450.0,187.411,-886.8994280517928,185.456,-886.8612765896414,0.0381514621514043,23.9400425000062,2.3623031061139285e-12,9366515837104.072,3.0967782203269034,0.0022222222222222222,24.687172073873967,2.5600362714207354,10.36990491968896
500.0,178.18,-886.904498808765,176.231,-886.8663917848605,0.03810702390444476,23.912157500039086,3.533380156207674e-11,10407239819004.525,5.907341757512531,0.002,387.5508862311405,39.6738815311346,10.237076714481454
550.0,168.354,-886.9097677729084,166.416,-886.8717062191236,0.03806155378481435,23.883624999971005,3.2336457821402135e-10,11447963800904.977,8.216592292016013,0.0018181818181818182,3687.716344269101,373.8488350488569,10.137678718967555
600.0,157.945,-886.915278820717,156.026,-886.8772579880477,0.03802083266930367,23.858072499988054,2.0410739171217195e-09,12488687782805.43,10.14605463547769,0.0016666666666666668,24105.426484398296,2425.348431549787,10.061420954819198
650.0,146.967,-886.9210686414342,145.073,-886.8830869681275,0.03798167330671731,23.833499999965113,9.696009112214414e-09,13529411764705.885,11.784335612966725,0.0015384615384615385,118040.90886756191,11806.064739170417,10.001672176564178
700.0,135.436,-886.9271637370518,133.572,-886.88922225498,0.03794148207180115,23.80828000005522,3.6885283516354405e-08,14570135746606.336,13.194541866804192,0.0014285714285714286,460670.70433856105,45855.19954149428,9.954008168879323
750.0,123.366,-886.9335907968127,121.538,-886.8956849442231,0.03790585258957435,23.785922499957906,1.1719554561439731e-07,15610859728506.79,14.419565957207334,0.0013333333333333333,1499342.684119607,148665.6490190144,9.915388296059135
800.0,110.772,-886.9403679163347,108.985,-886.9024967250996,0.03787119123512639,23.76417250004181,3.2214090822363254e-07,16651583710407.24,15.495249661630405,0.00125,4210633.352801032,416165.0410199764,9.88366846861961
850.0,97.668,-886.9475107848606,95.929,-886.9096690996016,0.03784168525896803,23.745657500002437,7.846680648699717e-07,17692307692307.69,16.446146011501675,0.001176470588235294,10472142.25918908,1032270.7407343405,9.857302500150292
900.0,84.068,-886.9550310916335,82.382,-886.9172159442231,0.037815147410356076,23.729004999998438,1.7294730420111954e-06,18733031674208.145,17.29361568538204,0.0011111111111111111,23537389.55016522,2314938.3045678246,9.835153127894655
950.0,69.986,-886.9629375258965,68.359,-886.9251443545817,0.037793171314774554,23.715215000021033,3.502304148485864e-06,19773755656108.598,18.053287224567434,0.0010526315789473684,48580010.9430678,4768793.16833436,9.81636906982799
1000.0,55.436,-886.9712357768924,53.873,-886.9334606135458,0.03777516334662323,23.703915000006077,6.600939232420764e-06,20814479638009.05,18.738371385773814,0.001,93258191.7137192,9139585.410748104,9.80030305413222

# Arrhenius Parameters and Linear Regression Results
Parameter,Value
Ea (kcal/mol),24.6234653480564
sigma_Ea (kcal/mol),0.03394139094150908
Ea_relative_error_%,0.13784165007541543
A (1/s),22441157098853.19
sigma_A (1/s),2165643440139.261
A_relative_error_%,9.650319859174871
k_at_290C (1/s),6240.629529652378
sigma_k_at_290C (1/s),631.2834177878248
k_290C_relative_error_%,10.115700904664807
R²,0.9999658005927475
Slope,-12391.035299947865
std_err_slope,17.08000751887534
Intercept,30.741917759373678
std_err_intercept,0.09650319859174872
