   1.54000000 -1421.33373230 
   1.64250000 -1421.33046279 
   1.74500000 -1421.32274995 
   1.84750000 -1421.31324043 
   1.95000000 -1421.30381395 
   2.05250000 -1421.29596230 
   2.15500000 -1421.29009034 
   2.25750000 -1421.28709209 
   2.36000000 -1421.28671216 
   2.46250000 -1421.28767869 
   2.56500000 -1421.28912787 
   2.66750000 -1421.29087821 
   2.77000000 -1421.29283690 
   2.87250000 -1421.29458387 
   2.97500000 -1421.29600770 
   3.07750000 -1421.29708326 
   3.18000000 -1421.29895623 
   3.28250000 -1421.29963730 
   3.38500000 -1421.30005598 
   3.48750000 -1421.30032579 
   3.59000000 -1421.30045647 
   3.69250000 -1421.30040011 
   3.79500000 -1421.30034312 
   3.89750000 -1421.30014875 
   4.00000000 -1421.30080944 
