   1.54000000 -1421.20291386 
   1.64250000 -1421.20007332 
   1.74500000 -1421.19277917 
   1.84750000 -1421.18364606 
   1.95000000 -1421.17438197 
   2.05250000 -1421.16623730 
   2.15500000 -1421.16043265 
   2.25750000 -1421.15773822 
   2.36000000 -1421.15766923 
   2.46250000 -1421.15892353 
   2.56500000 -1421.16063340 
   2.66750000 -1421.16266665 
   2.77000000 -1421.16511893 
   2.87250000 -1421.16723881 
   2.97500000 -1421.16898719 
   3.07750000 -1421.17046407 
   3.18000000 -1421.17141037 
   3.28250000 -1421.17222079 
   3.38500000 -1421.17296997 
   3.48750000 -1421.17344003 
   3.59000000 -1421.17381630 
   3.69250000 -1421.17426127 
   3.79500000 -1421.17428653 
   3.89750000 -1421.17459104 
   4.00000000 -1421.17380052 
