   1.55000000 -886.32064578 
   1.65208333 -886.31848431 
   1.75416667 -886.31233903 
   1.85625000 -886.30439337 
   1.95833333 -886.29634950 
   2.06041667 -886.28943731 
   2.16250000 -886.28488269 
   2.26458333 -886.28347749 
   2.36666667 -886.28480882 
   2.46875000 -886.28729102 
   2.57083333 -886.29134290 
   2.67291667 -886.29516142 
   2.77500000 -886.29843110 
   2.87708333 -886.30105280 
   2.97916667 -886.30306335 
   3.08125000 -886.30447619 
   3.18333333 -886.30545416 
   3.28541667 -886.30610414 
   3.38750000 -886.30638970 
   3.48958333 -886.30706789 
   3.59166667 -886.30710865 
   3.69375000 -886.30751154 
   3.79583333 -886.30765753 
   3.89791667 -886.30780569 
   4.00000000 -886.30794247 
