   1.55000000 -2044.49639590 
   1.65652174 -2044.49372227 
   1.76304348 -2044.48640031 
   1.86956522 -2044.47728493 
   1.97608696 -2044.46821182 
   2.08260870 -2044.46102476 
   2.18913043 -2044.45746693 
   2.29565217 -2044.45984985 
   2.40217391 -2044.46384373 
   2.50869565 -2044.46860785 
   2.61521739 -2044.47328583 
   2.72173913 -2044.47738793 
   2.82826087 -2044.48074382 
   2.93478261 -2044.48340610 
   3.04130435 -2044.48539019 
   3.14782609 -2044.48687790 
   3.25434783 -2044.48785253 
   3.36086957 -2044.48846341 
   3.46739130 -2044.48910877 
   3.57391304 -2044.48955431 
   3.68043478 -2044.49002647 
   3.78695652 -2044.48995111 
   3.89347826 -2044.48982379 
   4.00000000 -2044.48962454 
